file-conversion|engineering/marine-offshore/orcaflex/file-conversion
file-naming|_internal/builders/web-artifacts-builder/file-naming
financial-analysis|engineering/financial-analysis
flowchart|_internal/documentation/mkdocs/flowchart
folders-to-delete-confirmed-safe|_internal/meta/repo-cleanup/folders-to-delete-confirmed-safe
for-tracked-files-use-git-rm|_internal/meta/repo-cleanup/for-tracked-files-use-git-rm
gis-informed-workflow|engineering/gis/gis-informed-workflow
gitbook|development/documentation/gitbook
gitignore-updates|_internal/meta/repo-cleanup/gitignore-updates
good-actionable|_internal/builders/skill-creator/good-actionable
google-earth-engine|engineering/gis/google-earth-engine
gsd-add-tests|gsd-add-tests
gsd-add-todo|gsd-add-todo
gsd-audit-uat|gsd-audit-uat
gsd-autonomous|gsd-autonomous
gsd-check-todos|gsd-check-todos
gsd-cleanup|gsd-cleanup
gsd-complete-milestone|gsd-complete-milestone
gsd-debug|gsd-debug
gsd-do|gsd-do
gsd-fast|gsd-fast
gsd-forensics|gsd-forensics
gsd-health|gsd-health
gsd-help|gsd-help
gsd-insert-phase|gsd-insert-phase
gsd-join-discord|gsd-join-discord
gsd-list-phase-assumptions|gsd-list-phase-assumptions
gsd-list-workspaces|gsd-list-workspaces
gsd-manager|gsd-manager
gsd-map-codebase|gsd-map-codebase
gsd-milestone-summary|gsd-milestone-summary
gsd-new-workspace|gsd-new-workspace
gsd-next|gsd-next
gsd-note|gsd-note
gsd-plant-seed|gsd-plant-seed
gsd-pr-branch|gsd-pr-branch
gsd-profile-user|gsd-profile-user
gsd-progress|gsd-progress
gsd-reapply-patches|gsd-reapply-patches
gsd-remove-phase|gsd-remove-phase
gsd-remove-workspace|gsd-remove-workspace
gsd-research-phase|gsd-research-phase
gsd-session-report|gsd-session-report
gsd-set-profile|gsd-set-profile
gsd-settings|gsd-settings
gsd-ship|gsd-ship
gsd-stats|gsd-stats
gsd-thread|gsd-thread
gsd-ui-phase|gsd-ui-phase
gsd-ui-review|gsd-ui-review
gsd-validate-phase|gsd-validate-phase
gsd-workstreams|gsd-workstreams
hardware-assessment|operations/devops/hardware-assessment
hidden-folder-audit|_internal/meta/hidden-folder-audit
highcharts|data/visualization/highcharts
how-to-identify-disciplines|_internal/meta/discipline-refactor/how-to-identify-disciplines
hse-risk-analyzer|data/energy/hse-risk-analyzer
inspiration-examples|_internal/builders/skill-creator/inspiration-examples
installation-analysis|engineering/marine-offshore/orcaflex/installation-analysis
instructions|_internal/builders/skill-creator/instructions
integration-with-python-package|_internal/documentation/mkdocs/integration-with-python-package
interactive-menu-builder|_core/bash/interactive-menu-builder
iso|engineering/standards/iso
issue-tracker|development/github/issue-tracker
json-config-loader|_core/bash/json-config-loader
jumper-analysis|engineering/marine-offshore/orcaflex/jumper-analysis
learning-from-past-work|_core/context-management/learning-from-past-work
legal-sanity-review|_internal/workflows/legal-sanity-review
line-highlighting|_internal/documentation/mkdocs/line-highlighting
line-number-start|_internal/documentation/mkdocs/line-number-start
line-numbers|_internal/documentation/mkdocs/line-numbers
line-wizard|engineering/marine-offshore/orcaflex/line-wizard
list-untracked-files|_internal/meta/repo-cleanup/list-untracked-files
marine-offshore-engineering|engineering/marine-offshore/marine-offshore-engineering
marine-safety|engineering/marine-offshore/marine-safety
marine-safety-incidents|data/energy/marine-safety-incidents
md-to-pdf|data/documents/md-to-pdf
mermaid-conventions|_internal/documentation/mermaid-conventions
mesh-generation|engineering/marine-offshore/orcawave/mesh-generation
migrate-agent-os-to-claude|_internal/meta/hidden-folder-audit/migrate-agent-os-to-claude
miro-api|business/communication/miro-api
modal-analysis|engineering/marine-offshore/orcaflex/modal-analysis
model-generator|engineering/marine-offshore/orcaflex/model-generator
model-sanitization|engineering/marine-offshore/orcaflex/model-sanitization
model-selection|ai/optimization/model-selection
modeling|engineering/marine-offshore/orcaflex/modeling
modular-architecture-documentation|business/admin/modular-architecture-documentation
module-based-refactor|_internal/meta/module-based-refactor
monolithic-to-modular|engineering/marine-offshore/orcaflex/monolithic-to-modular
mooring-design|engineering/marine-offshore/mooring-design
mooring-iteration|engineering/marine-offshore/orcaflex/mooring-iteration
multi-body|engineering/marine-offshore/orcawave/multi-body
naval-architect-expert|digitalmodel/naval-architect-expert
norsok|engineering/standards/norsok
npv-analyzer|data/energy/npv-analyzer
office-docs|data/office/office-docs
official-plugin-reference|_internal/builders/skill-creator/official-plugin-reference
operation-1|_internal/builders/skill-creator/operation-1
orcaflex-enrichment|data/engineering/orcaflex-enrichment
orchestration-architecture|_internal/meta/discipline-refactor/orchestration-architecture
parallel-batch-executor|_core/bash/parallel-batch-executor
pdftotext-poppler|data/documents/pdf/pdftotext-poppler
performance|_internal/builders/web-artifacts-builder/performance
phase-1-analysis|_internal/meta/discipline-refactor/phase-1-analysis
phase-1-name|_internal/builders/skill-creator/phase-1-name
phase-2-planning|_internal/meta/discipline-refactor/phase-2-planning
phase-3-execution|_internal/meta/discipline-refactor/phase-3-execution
phase-4-validation|_internal/meta/discipline-refactor/phase-4-validation
plotly-visualization|data/visualization/plotly-visualization
post-processing|engineering/marine-offshore/orcaflex/post-processing
pr-manager|development/github/pr-manager
pre-audit|_internal/meta/hidden-folder-audit/pre-audit
pre-cleanup|_internal/meta/repo-cleanup/pre-cleanup
principle-1-name|_internal/builders/skill-creator/principle-1-name
process-skill-template|_internal/builders/skill-creator/process-skill-template
product-documentation|business/admin/product-documentation
production-forecaster|data/energy/production-forecaster
progress-tracking-commands|_internal/meta/repo-cleanup/progress-tracking-commands
project-board|development/github/project-board
pyproject-toml|operations/devtools/pyproject-toml
python-gis-ecosystem|engineering/gis/python-gis-ecosystem
python-package|_internal/meta/discipline-refactor/python-package
python-pptx|data/office/python-pptx
pyvista-3d|engineering/cad/pyvista-3d
qtf-analysis|engineering/marine-offshore/orcawave/qtf-analysis
quality-checklist|_internal/builders/skill-creator/quality-checklist
quantification-metrics|business/admin/quantification-metrics
quick-reference|_core/context-management/quick-reference
rao-import|engineering/marine-offshore/orcaflex/rao-import
raycast-alfred|operations/devtools/raycast-alfred
readability-classification|data/documents/pdf/text-extractor/readability-classification
references-to-remove|_internal/meta/repo-cleanup/references-to-remove
related-resources|_internal/documentation/mkdocs/related-resources
release-manager|development/github/release-manager
release-swarm|development/github/release-swarm
remote-desktop|workspace-hub/remote-desktop
repo-architect|development/github/repo-architect
repo-cleanup|_internal/meta/repo-cleanup
response-format-rules|_core/context-management/response-format-rules
results-comparison|engineering/marine-offshore/orcaflex/results-comparison
scenario|_internal/builders/skill-creator/scenario
section-2|_internal/documentation/mkdocs/section-2
self-contained-architecture|_internal/builders/web-artifacts-builder/self-contained-architecture
sequence-diagram|_internal/documentation/mkdocs/sequence-diagram
ship-dynamics-6dof|engineering/marine-offshore/ship-dynamics-6dof
signal-analysis|engineering/marine-offshore/signal-analysis
size-limits-mandatory|_core/context-management/size-limits-mandatory
skill-discovery|_internal/builders/skill-creator/skill-discovery
sodir-data-extractor|data/energy/sodir-data-extractor
spec-audit|engineering/marine-offshore/orcaflex/spec-audit
specialist|engineering/marine-offshore/orcaflex/specialist
specsarchive|_internal/meta/hidden-folder-audit/specsarchive
standard-folders-module-structure|_internal/meta/discipline-refactor/standard-folders-module-structure
state-diagram|_internal/documentation/mkdocs/state-diagram
state-directory-manager|_core/bash/state-directory-manager
static-debug|engineering/marine-offshore/orcaflex/static-debug
statistics|data/energy/metocean/statistics
step-1-define-the-skill-scope|_internal/builders/skill-creator/step-1-define-the-skill-scope
step-1-inventory-all-hidden-folders|_internal/meta/hidden-folder-audit/step-1-inventory-all-hidden-folders
step-1-name|_internal/builders/skill-creator/step-1-name
structure-section-updates|_internal/meta/repo-cleanup/structure-section-updates
style-1-name|_internal/builders/skill-creator/style-1-name
subsection-11|_internal/documentation/mkdocs/subsection-11
swarm-issue|development/github/swarm-issue
swarm-pr|development/github/swarm-pr
sweetviz|data/analysis/sweetviz
tabbed-code-blocks|_internal/documentation/mkdocs/tabbed-code-blocks
target-repository-structure|_internal/meta/discipline-refactor/target-repository-structure
task-category-1|_internal/builders/skill-creator/task-category-1
technical-implementation|_internal/builders/skill-creator/technical-implementation
technical-skill-template|_internal/builders/skill-creator/technical-skill-template
technology-stack-modernization|business/admin/technology-stack-modernization
template-name|_internal/builders/skill-creator/template-name
text-extractor|data/documents/pdf/text-extractor
time-tracking|business/productivity/time-tracking
tip|_internal/documentation/mkdocs/tip
to-orcaflex|engineering/marine-offshore/orcawave/to-orcaflex
usage-optimization|ai/optimization/usage-optimization
usage-tracker|_core/bash/usage-tracker
uv-package-manager|operations/devtools/uv-package-manager
validatecontextsh|_core/context-management/validatecontextsh
verification-checklist|_internal/meta/discipline-refactor/verification-checklist
verify-hidden-folder-state|_internal/meta/hidden-folder-audit/verify-hidden-folder-state
version-metadata|_internal/meta/repo-cleanup/version-metadata
vessel-setup|engineering/marine-offshore/orcaflex/vessel-setup
visualizer|data/energy/metocean/visualizer
wave-theory|engineering/marine-offshore/wave-theory
web-scraper-energy|data/energy/web-scraper-energy
well-production-dashboard|data/energy/well-production-dashboard
windows-task-scheduler|_core/context-management/windows-task-scheduler
with-title|_internal/documentation/mkdocs/with-title
yaml-gotchas|engineering/marine-offshore/orcaflex/yaml-gotchas
